-0.020
-0.020
2.020
2.020
2.020
2.020
-0.020
-0.020
3.025
-0.071
0.319
-0.041
0.434
0.503
-0.088
0.021
-0.112
5.189
0.077
0.053
0.088
8.140
0.176
0.170
-0.016
2.601
4.007
-0.127
0.078
-0.079
2.287
-0.092
-0.017
0.204
-0.144
5.213
-0.008
-0.094
-0.108
5.428
-0.136
-0.013
-0.063
2.683
-0.081
-0.002
1.768
0.011
-0.045
0.361
1.966
-0.051
0.019
0.339
-0.054
0.104
-0.074
0.689
0.240
0.066
-0.028
-0.065
-0.045
-0.087
0.227
0.135
0.224
0.061
0.005
0.166
0.191
-0.089
0.285
0.059
2.627
0.318
4.033
0.922
1.987
0.006
0.054
4.085
-0.021
0.072
0.150
-0.069
4.430
-0.045
0.253
-0.147
0.073
-0.133
0.071
0.113
-0.010
4.055
